TimeStamp,WindSpeed_mps,RotorSpeed_rpm
2018-04-01 13:46:25.169,4.696618,0.07500553
2018-04-01 13:48:15.587,4.373897,0
2018-04-01 13:48:16.629,5.202442,0
2018-04-01 13:52:01.512,4.654275,0
2018-04-01 13:52:13.740,3.516741,-0.01500111
2018-04-01 13:53:43.579,3.512164,0
2018-04-01 13:53:45.622,4.893455,0
2018-04-01 13:54:03.988,4.228558,0.01500111
2018-04-01 13:54:21.363,4.401362,0
2018-04-01 13:58:01.900,4.228558,0
2018-04-01 13:59:03.068,2.973151,0
2018-04-01 13:59:38.940,3.63347,0
2018-04-01 14:01:16.941,4.111829,0
2018-04-01 14:01:24.121,2.767159,0
2018-04-01 14:04:58.630,4.410518,-0.01500111
2018-04-01 14:05:45.437,4.336132,0
2018-04-01 14:08:17.806,1.816163,0
2018-04-01 14:11:06.899,4.669152,0
2018-04-01 14:11:48.659,3.66208,-0.01500111
2018-04-01 14:13:11.248,3.722733,0
2018-04-01 14:13:15.344,4.19537,0
2018-04-01 14:14:35.229,5.305439,0
2018-04-01 14:15:13.914,5.090291,0
2018-04-01 14:18:48.894,5.141789,0
2018-04-01 14:20:20.445,4.66343,0
2018-04-01 14:21:01.374,4.476893,0
2018-04-01 14:21:07.493,4.864844,0
2018-04-01 14:22:13.918,4.139295,0
2018-04-01 14:22:33.266,5.497697,0
2018-04-01 14:22:57.771,5.267673,0
2018-04-01 14:23:11.111,5.019338,0
2018-04-01 14:23:28.355,4.111829,0
2018-04-01 14:23:51.929,4.575311,0
2018-04-01 14:26:38.409,3.445788,0
2018-04-01 14:27:19.307,4.181638,0
2018-04-01 14:29:04.399,2.570322,0.04500332
2018-04-01 14:29:49.644,4.280056,0
2018-04-01 14:32:05.599,3.456088,0
2018-04-01 14:33:31.372,4.701195,0
2018-04-01 14:34:31.639,3.539629,0
2018-04-01 14:39:09.419,3.933303,0
2018-04-01 14:40:06.741,2.350598,0.01500111
2018-04-01 14:40:14.913,3.694123,0.01500111
2018-04-01 14:41:09.291,4.060331,0
2018-04-01 14:41:53.404,3.113912,0
2018-04-01 14:43:20.159,3.638047,0.01500111
2018-04-01 14:44:49.187,3.226063,0
2018-04-01 14:45:29.325,4.130139,0
2018-04-01 14:55:58.209,3.10018,0.01500111
2018-04-01 15:00:36.910,1.910004,0
2018-04-01 15:01:17.829,2.60351,-0.01500111
2018-04-01 15:01:56.604,4.181638,0
2018-04-01 15:02:05.808,3.998533,0
2018-04-01 15:03:56.106,3.400012,0
2018-04-01 15:06:31.470,2.65043,0
2018-04-01 15:06:37.619,3.591127,0
